investor_a,investor_b,startup_id,city
Alumni Ventures,CITIC Securities,S1819,Silicon Valley
Alumni Ventures,Gaingels,S1819,Silicon Valley
Alumni Ventures,NVIDIA,S1819,Silicon Valley
BOND Capital,CITIC Securities,S1819,Silicon Valley
BOND Capital,Gaingels,S1819,Silicon Valley
BOND Capital,NVIDIA,S1819,Silicon Valley
CITIC Securities,Gaingels,S1819,Silicon Valley
CITIC Securities,NVIDIA,S1819,Silicon Valley
Gaingels,NVIDIA,S1819,Silicon Valley
500 Global,Coatue Management,S1820,Silicon Valley
500 Global,Lightspeed Venture Partners,S1820,Silicon Valley
500 Global,Redpoint eventures Brazil,S1820,Silicon Valley
500 Global,Riverwood Capital,S1820,Silicon Valley
Coatue Management,Lightspeed Venture Partners,S1820,Silicon Valley
Coatue Management,Redpoint eventures Brazil,S1820,Silicon Valley
Coatue Management,Riverwood Capital,S1820,Silicon Valley
Lightspeed Venture Partners,Redpoint eventures Brazil,S1820,Silicon Valley
Lightspeed Venture Partners,Riverwood Capital,S1820,Silicon Valley
Redpoint eventures Brazil,Riverwood Capital,S1820,Silicon Valley
Alumni Ventures,Founders Fund,S1821,Silicon Valley
Alumni Ventures,NVIDIA,S1821,Silicon Valley
Alumni Ventures,National Science Foundation,S1821,Silicon Valley
Alumni Ventures,Walden International,S1821,Silicon Valley
Founders Fund,NVIDIA,S1821,Silicon Valley
Founders Fund,National Science Foundation,S1821,Silicon Valley
Founders Fund,Walden International,S1821,Silicon Valley
NVIDIA,National Science Foundation,S1821,Silicon Valley
NVIDIA,Walden International,S1821,Silicon Valley
National Science Foundation,Walden International,S1821,Silicon Valley
Amazon Web Services,FedEx,S1822,Silicon Valley
Amazon Web Services,Stellantis Ventures,S1822,Silicon Valley
Amazon Web Services,Triatomic Capital,S1822,Silicon Valley
Amazon Web Services,US Department of Energy,S1822,Silicon Valley
FedEx,Stellantis Ventures,S1822,Silicon Valley
FedEx,Triatomic Capital,S1822,Silicon Valley
FedEx,US Department of Energy,S1822,Silicon Valley
Stellantis Ventures,Triatomic Capital,S1822,Silicon Valley
Stellantis Ventures,US Department of Energy,S1822,Silicon Valley
Triatomic Capital,US Department of Energy,S1822,Silicon Valley
BOND Capital,Engineering Capital,S1823,Silicon Valley
BOND Capital,Sentinel Global,S1823,Silicon Valley
BOND Capital,Venrock,S1823,Silicon Valley
BOND Capital,Workday Ventures,S1823,Silicon Valley
Engineering Capital,Sentinel Global,S1823,Silicon Valley
Engineering Capital,Venrock,S1823,Silicon Valley
Engineering Capital,Workday Ventures,S1823,Silicon Valley
Sentinel Global,Venrock,S1823,Silicon Valley
Sentinel Global,Workday Ventures,S1823,Silicon Valley
Venrock,Workday Ventures,S1823,Silicon Valley
Chipotle Mexican Grill,Compound,S1824,Silicon Valley
Chipotle Mexican Grill,SignalRank,S1824,Silicon Valley
Chipotle Mexican Grill,Spacecadet Ventures,S1824,Silicon Valley
Chipotle Mexican Grill,Tiger Global Management,S1824,Silicon Valley
Compound,SignalRank,S1824,Silicon Valley
Compound,Spacecadet Ventures,S1824,Silicon Valley
Compound,Tiger Global Management,S1824,Silicon Valley
SignalRank,Spacecadet Ventures,S1824,Silicon Valley
SignalRank,Tiger Global Management,S1824,Silicon Valley
Spacecadet Ventures,Tiger Global Management,S1824,Silicon Valley
Adage Capital Management,Fidelity,S1825,Silicon Valley
Adage Capital Management,Point72 Ventures,S1825,Silicon Valley
Adage Capital Management,StepStone Group,S1825,Silicon Valley
Adage Capital Management,Wing Venture Capital,S1825,Silicon Valley
Fidelity,Point72 Ventures,S1825,Silicon Valley
Fidelity,StepStone Group,S1825,Silicon Valley
Fidelity,Wing Venture Capital,S1825,Silicon Valley
Point72 Ventures,StepStone Group,S1825,Silicon Valley
Point72 Ventures,Wing Venture Capital,S1825,Silicon Valley
StepStone Group,Wing Venture Capital,S1825,Silicon Valley
Ballistic Ventures,Clear Ventures,S1826,Silicon Valley
Ballistic Ventures,HarbourVest Partners,S1826,Silicon Valley
Ballistic Ventures,Homebrew,S1826,Silicon Valley
Ballistic Ventures,Top Tier Capital Partners,S1826,Silicon Valley
Clear Ventures,HarbourVest Partners,S1826,Silicon Valley
Clear Ventures,Homebrew,S1826,Silicon Valley
Clear Ventures,Top Tier Capital Partners,S1826,Silicon Valley
HarbourVest Partners,Homebrew,S1826,Silicon Valley
HarbourVest Partners,Top Tier Capital Partners,S1826,Silicon Valley
Homebrew,Top Tier Capital Partners,S1826,Silicon Valley
Chicago Pacific Founders,Walden International,S1827,Silicon Valley
Fengqiao Capital,Fluidra,S1937,Shenzhen
Fengqiao Capital,Fosun RZ Capital,S1937,Shenzhen
Fengqiao Capital,XVC,S1937,Shenzhen
Fengqiao Capital,Yunqi Partners,S1937,Shenzhen
Fluidra,Fosun RZ Capital,S1937,Shenzhen
Fluidra,XVC,S1937,Shenzhen
Fluidra,Yunqi Partners,S1937,Shenzhen
Fosun RZ Capital,XVC,S1937,Shenzhen
Fosun RZ Capital,Yunqi Partners,S1937,Shenzhen
XVC,Yunqi Partners,S1937,Shenzhen
Fortune Venture Capital,Netac Technology,S1938,Shenzhen
Fortune Venture Capital,QF Capital,S1938,Shenzhen
Fortune Venture Capital,Ventech China,S1938,Shenzhen
Fortune Venture Capital,XBOTPARK Jijin,S1938,Shenzhen
Netac Technology,QF Capital,S1938,Shenzhen
Netac Technology,Ventech China,S1938,Shenzhen
Netac Technology,XBOTPARK Jijin,S1938,Shenzhen
QF Capital,Ventech China,S1938,Shenzhen
QF Capital,XBOTPARK Jijin,S1938,Shenzhen
Ventech China,XBOTPARK Jijin,S1938,Shenzhen
Legend Capital,Lightspeed China Partners,S1939,Shenzhen
Legend Capital,Longzhu Capital,S1939,Shenzhen
Legend Capital,Meituan,S1939,Shenzhen
Legend Capital,Sequoia Capital,S1939,Shenzhen
Lightspeed China Partners,Longzhu Capital,S1939,Shenzhen
Lightspeed China Partners,Meituan,S1939,Shenzhen
Lightspeed China Partners,Sequoia Capital,S1939,Shenzhen
Longzhu Capital,Meituan,S1939,Shenzhen
Longzhu Capital,Sequoia Capital,S1939,Shenzhen
Meituan,Sequoia Capital,S1939,Shenzhen
Cloud Angel Fund,Granite Asia,S1940,Shenzhen
Cloud Angel Fund,HSG,S1940,Shenzhen
Cloud Angel Fund,Matrix Partners China,S1940,Shenzhen
Cloud Angel Fund,SOSV,S1940,Shenzhen
Granite Asia,HSG,S1940,Shenzhen
Granite Asia,Matrix Partners China,S1940,Shenzhen
Granite Asia,SOSV,S1940,Shenzhen
HSG,Matrix Partners China,S1940,Shenzhen
HSG,SOSV,S1940,Shenzhen
Matrix Partners China,SOSV,S1940,Shenzhen
Cathay Capital,Gaorong Capital,S1941,Shenzhen
Cathay Capital,Shenzhen Capital Group,S1941,Shenzhen
Cathay Capital,Shunwei Capital,S1941,Shenzhen
Cathay Capital,Xiaomi,S1941,Shenzhen
Gaorong Capital,Shenzhen Capital Group,S1941,Shenzhen
Gaorong Capital,Shunwei Capital,S1941,Shenzhen
Gaorong Capital,Xiaomi,S1941,Shenzhen
Shenzhen Capital Group,Shunwei Capital,S1941,Shenzhen
Shenzhen Capital Group,Xiaomi,S1941,Shenzhen
Shunwei Capital,Xiaomi,S1941,Shenzhen
Alibaba Group,Fortune Venture Capital,S1942,Shenzhen
Alibaba Group,GF Xinde Investment Management,S1942,Shenzhen
Alibaba Group,Green Pine Capital Partners,S1942,Shenzhen
Alibaba Group,IDG Capital,S1942,Shenzhen
Fortune Venture Capital,GF Xinde Investment Management,S1942,Shenzhen
Fortune Venture Capital,Green Pine Capital Partners,S1942,Shenzhen
Fortune Venture Capital,IDG Capital,S1942,Shenzhen
GF Xinde Investment Management,Green Pine Capital Partners,S1942,Shenzhen
GF Xinde Investment Management,IDG Capital,S1942,Shenzhen
Green Pine Capital Partners,IDG Capital,S1942,Shenzhen
01vc,HSG,S1943,Shenzhen
01vc,Legend Star,S1943,Shenzhen
01vc,Source Code Capital,S1943,Shenzhen
01vc,Walden International,S1943,Shenzhen
HSG,Legend Star,S1943,Shenzhen
HSG,Source Code Capital,S1943,Shenzhen
HSG,Walden International,S1943,Shenzhen
Legend Star,Source Code Capital,S1943,Shenzhen
Legend Star,Walden International,S1943,Shenzhen
Source Code Capital,Walden International,S1943,Shenzhen
Fosun RZ Capital,Redpoint eventures Brazil,S1944,Shenzhen
Fosun RZ Capital,Seas Capital,S1944,Shenzhen
Fosun RZ Capital,Shunwei Capital,S1944,Shenzhen
Fosun RZ Capital,Taihill Venture,S1944,Shenzhen
Redpoint eventures Brazil,Seas Capital,S1944,Shenzhen
Redpoint eventures Brazil,Shunwei Capital,S1944,Shenzhen
Redpoint eventures Brazil,Taihill Venture,S1944,Shenzhen
Seas Capital,Shunwei Capital,S1944,Shenzhen
Seas Capital,Taihill Venture,S1944,Shenzhen
Shunwei Capital,Taihill Venture,S1944,Shenzhen
Aeternam Stella,HSG,S1945,Shenzhen
Aeternam Stella,Lighthouse Capital Management,S1945,Shenzhen
Aeternam Stella,Victor Koch,S1945,Shenzhen
Aeternam Stella,W1 Forward Accelerator Program - Batch 5,S1945,Shenzhen
HSG,Lighthouse Capital Management,S1945,Shenzhen
HSG,Victor Koch,S1945,Shenzhen
HSG,W1 Forward Accelerator Program - Batch 5,S1945,Shenzhen
Lighthouse Capital Management,Victor Koch,S1945,Shenzhen
Lighthouse Capital Management,W1 Forward Accelerator Program - Batch 5,S1945,Shenzhen
Victor Koch,W1 Forward Accelerator Program - Batch 5,S1945,Shenzhen
Baidu Ventures,Contemporary Amperex Technology,S1946,Shenzhen
Baidu Ventures,Fortune Venture Capital,S1946,Shenzhen
Baidu Ventures,Highlight Capital,S1946,Shenzhen
Baidu Ventures,JD.com,S1946,Shenzhen
Contemporary Amperex Technology,Fortune Venture Capital,S1946,Shenzhen
Contemporary Amperex Technology,Highlight Capital,S1946,Shenzhen
Contemporary Amperex Technology,JD.com,S1946,Shenzhen
Fortune Venture Capital,Highlight Capital,S1946,Shenzhen
Fortune Venture Capital,JD.com,S1946,Shenzhen
Highlight Capital,JD.com,S1946,Shenzhen
Blue Owl,Fidelity,S2097,London
Blue Owl,NVIDIA,S2097,London
Blue Owl,Nokia,S2097,London
Blue Owl,Point72 Ventures,S2097,London
Fidelity,NVIDIA,S2097,London
Fidelity,Nokia,S2097,London
Fidelity,Point72 Ventures,S2097,London
NVIDIA,Nokia,S2097,London
NVIDIA,Point72 Ventures,S2097,London
Nokia,Point72 Ventures,S2097,London
EQT Ventures,Highland Europe,S2098,London
EQT Ventures,Quiet Capital,S2098,London
EQT Ventures,Tapestry VC,S2098,London
EQT Ventures,Tiger Global Management,S2098,London
Highland Europe,Quiet Capital,S2098,London
Highland Europe,Tapestry VC,S2098,London
Highland Europe,Tiger Global Management,S2098,London
Quiet Capital,Tapestry VC,S2098,London
Quiet Capital,Tiger Global Management,S2098,London
Tapestry VC,Tiger Global Management,S2098,London
Creandum,Goodwater Capital,S2099,London
Creandum,LocalGlobe,S2099,London
Creandum,Speedinvest (SI),S2099,London
Creandum,TPG,S2099,London
Goodwater Capital,LocalGlobe,S2099,London
Goodwater Capital,Speedinvest (SI),S2099,London
Goodwater Capital,TPG,S2099,London
LocalGlobe,Speedinvest (SI),S2099,London
LocalGlobe,TPG,S2099,London
Speedinvest (SI),TPG,S2099,London
Coatue Management,Endeavor Catalyst,S2100,London
Coatue Management,Franklin Templeton,S2100,London
Coatue Management,Insight Partners,S2100,London
Coatue Management,Ribbit Capital,S2100,London
Endeavor Catalyst,Franklin Templeton,S2100,London
Endeavor Catalyst,Insight Partners,S2100,London
Endeavor Catalyst,Ribbit Capital,S2100,London
Franklin Templeton,Insight Partners,S2100,London
Franklin Templeton,Ribbit Capital,S2100,London
Insight Partners,Ribbit Capital,S2100,London
General Catalyst,HSG,S2101,London
General Catalyst,Stripe,S2101,London
General Catalyst,W1 Forward Accelerator Program - Batch 5,S2101,London
General Catalyst,Y Combinator Summer 2020,S2101,London
HSG,Stripe,S2101,London
HSG,W1 Forward Accelerator Program - Batch 5,S2101,London
HSG,Y Combinator Summer 2020,S2101,London
Stripe,W1 Forward Accelerator Program - Batch 5,S2101,London
Stripe,Y Combinator Summer 2020,S2101,London
W1 Forward Accelerator Program - Batch 5,Y Combinator Summer 2020,S2101,London
Frontline Ventures,Highland Europe,S2102,London
Frontline Ventures,Kreos Capital,S2102,London
Frontline Ventures,LocalGlobe,S2102,London
Frontline Ventures,Mercuri,S2102,London
Highland Europe,Kreos Capital,S2102,London
Highland Europe,LocalGlobe,S2102,London
Highland Europe,Mercuri,S2102,London
Kreos Capital,LocalGlobe,S2102,London
Kreos Capital,Mercuri,S2102,London
LocalGlobe,Mercuri,S2102,London
Alumni Ventures,BAM Ventures,S2103,London
Alumni Ventures,Defy.vc,S2103,London
Alumni Ventures,Gaingels,S2103,London
Alumni Ventures,HOF Capital,S2103,London
BAM Ventures,Defy.vc,S2103,London
BAM Ventures,Gaingels,S2103,London
BAM Ventures,HOF Capital,S2103,London
Defy.vc,Gaingels,S2103,London
Defy.vc,HOF Capital,S2103,London
Gaingels,HOF Capital,S2103,London
01 Advisors,Balderton Capital,S2104,London
01 Advisors,Headline VC (e.ventures),S2104,London
01 Advisors,Passion Capital,S2104,London
01 Advisors,Redpoint eventures Brazil,S2104,London
Balderton Capital,Headline VC (e.ventures),S2104,London
Balderton Capital,Passion Capital,S2104,London
Balderton Capital,Redpoint eventures Brazil,S2104,London
Headline VC (e.ventures),Passion Capital,S2104,London
Headline VC (e.ventures),Redpoint eventures Brazil,S2104,London
Passion Capital,Redpoint eventures Brazil,S2104,London
Bossa Invest,Endeavor Catalyst,S2105,London
Bossa Invest,Lightrock,S2105,London
Bossa Invest,Novastar Ventures,S2105,London
Bossa Invest,QED Investors,S2105,London
Endeavor Catalyst,Lightrock,S2105,London
Endeavor Catalyst,Novastar Ventures,S2105,London
Endeavor Catalyst,QED Investors,S2105,London
Lightrock,Novastar Ventures,S2105,London
Lightrock,QED Investors,S2105,London
Novastar Ventures,QED Investors,S2105,London
Accenture,BNY,S2106,London
Accenture,Dawn Capital,S2106,London
Accenture,HSBC Innovation Banking,S2106,London
Accenture,Warburg Pincus,S2106,London
BNY,Dawn Capital,S2106,London
BNY,HSBC Innovation Banking,S2106,London
BNY,Warburg Pincus,S2106,London
Dawn Capital,HSBC Innovation Banking,S2106,London
Dawn Capital,Warburg Pincus,S2106,London
HSBC Innovation Banking,Warburg Pincus,S2106,London
Department for Business,Industrial Strategy,S2321,London
Department for Business,Swiss Federal Office of Energy,S2321,London
Industrial Strategy,Swiss Federal Office of Energy,S2321,London
Activant Capital,FedEx,S2328,Boston
Activant Capital,Flagship Pioneering,S2328,Boston
Activant Capital,G Squared,S2328,Boston
Activant Capital,Google for Startups,S2328,Boston
FedEx,Flagship Pioneering,S2328,Boston
FedEx,G Squared,S2328,Boston
FedEx,Google for Startups,S2328,Boston
Flagship Pioneering,G Squared,S2328,Boston
Flagship Pioneering,Google for Startups,S2328,Boston
G Squared,Google for Startups,S2328,Boston
Horizon Capital,Sapphire Ventures,S2329,Boston
Horizon Capital,StepStone Group,S2329,Boston
Horizon Capital,Volition Capital,S2329,Boston
Sapphire Ventures,StepStone Group,S2329,Boston
Sapphire Ventures,Volition Capital,S2329,Boston
StepStone Group,Volition Capital,S2329,Boston
Alumni Ventures,Capital One,S2330,Boston
Alumni Ventures,Eastern Bank,S2330,Boston
Alumni Ventures,HPS Investment Partners,S2330,Boston
Alumni Ventures,Sequoia Capital,S2330,Boston
Capital One,Eastern Bank,S2330,Boston
Capital One,HPS Investment Partners,S2330,Boston
Capital One,Sequoia Capital,S2330,Boston
Eastern Bank,HPS Investment Partners,S2330,Boston
Eastern Bank,Sequoia Capital,S2330,Boston
HPS Investment Partners,Sequoia Capital,S2330,Boston
Boost VC,Cantos,S2331,Boston
Boost VC,Collaborative Fund,S2331,Boston
Boost VC,SALT,S2331,Boston
Boost VC,Starship Ventures,S2331,Boston
Cantos,Collaborative Fund,S2331,Boston
Cantos,SALT,S2331,Boston
Cantos,Starship Ventures,S2331,Boston
Collaborative Fund,SALT,S2331,Boston
Collaborative Fund,Starship Ventures,S2331,Boston
SALT,Starship Ventures,S2331,Boston
General Catalyst,Ten Eleven Ventures,S2332,Boston
General Catalyst,W1 Forward Accelerator Program - Batch 5,S2332,Boston
General Catalyst,Warburg Pincus,S2332,Boston
General Catalyst,WndrCo,S2332,Boston
Ten Eleven Ventures,W1 Forward Accelerator Program - Batch 5,S2332,Boston
Ten Eleven Ventures,Warburg Pincus,S2332,Boston
Ten Eleven Ventures,WndrCo,S2332,Boston
W1 Forward Accelerator Program - Batch 5,Warburg Pincus,S2332,Boston
W1 Forward Accelerator Program - Batch 5,WndrCo,S2332,Boston
Warburg Pincus,WndrCo,S2332,Boston
Baidu Ventures,CICC,S2333,Boston
Baidu Ventures,Matrix Partners China,S2333,Boston
Baidu Ventures,MindWorks Capital,S2333,Boston
Baidu Ventures,Vertex Ventures China,S2333,Boston
CICC,Matrix Partners China,S2333,Boston
CICC,MindWorks Capital,S2333,Boston
CICC,Vertex Ventures China,S2333,Boston
Matrix Partners China,MindWorks Capital,S2333,Boston
Matrix Partners China,Vertex Ventures China,S2333,Boston
MindWorks Capital,Vertex Ventures China,S2333,Boston
Acurio Ventures,Eclipse Ventures,S2334,Boston
Acurio Ventures,Google Ventures (GV),S2334,Boston
Acurio Ventures,Impatient Ventures,S2334,Boston
Eclipse Ventures,Google Ventures (GV),S2334,Boston
Eclipse Ventures,Impatient Ventures,S2334,Boston
Google Ventures (GV),Impatient Ventures,S2334,Boston
True Ventures,WISE Ventures,S2335,Boston
Big Brain Holdings,Coinbase Ventures,S2336,Boston
Big Brain Holdings,Notion Capital,S2336,Boston
Big Brain Holdings,Solana Ventures,S2336,Boston
Big Brain Holdings,TCG,S2336,Boston
Coinbase Ventures,Notion Capital,S2336,Boston
Coinbase Ventures,Solana Ventures,S2336,Boston
Coinbase Ventures,TCG,S2336,Boston
Notion Capital,Solana Ventures,S2336,Boston
Notion Capital,TCG,S2336,Boston
Solana Ventures,TCG,S2336,Boston
Andreessen Horowitz,BOND Capital,S2337,Boston
Andreessen Horowitz,CITIC Securities,S2337,Boston
Andreessen Horowitz,Coatue Management,S2337,Boston
Andreessen Horowitz,Index Ventures,S2337,Boston
BOND Capital,CITIC Securities,S2337,Boston
BOND Capital,Coatue Management,S2337,Boston
BOND Capital,Index Ventures,S2337,Boston
CITIC Securities,Coatue Management,S2337,Boston
CITIC Securities,Index Ventures,S2337,Boston
Coatue Management,Index Ventures,S2337,Boston
Providence Equity Partners,The Walt Disney Company,S2483,Los Angeles
Providence Equity Partners,WarnerMedia,S2483,Los Angeles
The Walt Disney Company,WarnerMedia,S2483,Los Angeles
HSG,Peak XV Partners,S2484,Los Angeles
HSG,QuantumLight,S2484,Los Angeles
HSG,Salesforce Ventures,S2484,Los Angeles
HSG,Y Combinator Summer 2020,S2484,Los Angeles
Peak XV Partners,QuantumLight,S2484,Los Angeles
Peak XV Partners,Salesforce Ventures,S2484,Los Angeles
Peak XV Partners,Y Combinator Summer 2020,S2484,Los Angeles
QuantumLight,Salesforce Ventures,S2484,Los Angeles
QuantumLight,Y Combinator Summer 2020,S2484,Los Angeles
Salesforce Ventures,Y Combinator Summer 2020,S2484,Los Angeles
Emerson Collective,Felicis,S2485,Los Angeles
Emerson Collective,Google Ventures (GV),S2485,Los Angeles
Emerson Collective,Muse Capital,S2485,Los Angeles
Emerson Collective,Operator Collective,S2485,Los Angeles
Felicis,Google Ventures (GV),S2485,Los Angeles
Felicis,Muse Capital,S2485,Los Angeles
Felicis,Operator Collective,S2485,Los Angeles
Google Ventures (GV),Muse Capital,S2485,Los Angeles
Google Ventures (GV),Operator Collective,S2485,Los Angeles
Muse Capital,Operator Collective,S2485,Los Angeles
8VC,Andreessen Horowitz,S2486,Los Angeles
8VC,EXT Capital,S2486,Los Angeles
8VC,Stoneshield Capital,S2486,Los Angeles
8VC,Village Global,S2486,Los Angeles
Andreessen Horowitz,EXT Capital,S2486,Los Angeles
Andreessen Horowitz,Stoneshield Capital,S2486,Los Angeles
Andreessen Horowitz,Village Global,S2486,Los Angeles
EXT Capital,Stoneshield Capital,S2486,Los Angeles
EXT Capital,Village Global,S2486,Los Angeles
Stoneshield Capital,Village Global,S2486,Los Angeles
Amberstone Ventures,Clayton Christopher,S2487,Los Angeles
Amberstone Ventures,Nutrabolt,S2487,Los Angeles
Clayton Christopher,Nutrabolt,S2487,Los Angeles
Equal Ventures,Fika Ventures,S2488,Los Angeles
Equal Ventures,M13,S2488,Los Angeles
Equal Ventures,Social Capital,S2488,Los Angeles
Equal Ventures,VITALIZE Venture Capital,S2488,Los Angeles
Fika Ventures,M13,S2488,Los Angeles
Fika Ventures,Social Capital,S2488,Los Angeles
Fika Ventures,VITALIZE Venture Capital,S2488,Los Angeles
M13,Social Capital,S2488,Los Angeles
M13,VITALIZE Venture Capital,S2488,Los Angeles
Social Capital,VITALIZE Venture Capital,S2488,Los Angeles
Alpaca VC,Alumni Ventures,S2489,Los Angeles
Alpaca VC,Gaingels,S2489,Los Angeles
Alpaca VC,Golden Ventures,S2489,Los Angeles
Alpaca VC,One Way Ventures,S2489,Los Angeles
Alumni Ventures,Gaingels,S2489,Los Angeles
Alumni Ventures,Golden Ventures,S2489,Los Angeles
Alumni Ventures,One Way Ventures,S2489,Los Angeles
Gaingels,Golden Ventures,S2489,Los Angeles
Gaingels,One Way Ventures,S2489,Los Angeles
Golden Ventures,One Way Ventures,S2489,Los Angeles
BoxGroup,Founders Fund,S2490,Los Angeles
BoxGroup,Long Journey Ventures,S2490,Los Angeles
BoxGroup,True Ventures,S2490,Los Angeles
BoxGroup,eBay Ventures,S2490,Los Angeles
Founders Fund,Long Journey Ventures,S2490,Los Angeles
Founders Fund,True Ventures,S2490,Los Angeles
Founders Fund,eBay Ventures,S2490,Los Angeles
Long Journey Ventures,True Ventures,S2490,Los Angeles
Long Journey Ventures,eBay Ventures,S2490,Los Angeles
True Ventures,eBay Ventures,S2490,Los Angeles
ICONIQ Growth,Insight Partners,S2491,Los Angeles
ICONIQ Growth,Norwest Venture Partners,S2491,Los Angeles
ICONIQ Growth,Redpoint eventures Brazil,S2491,Los Angeles
ICONIQ Growth,Sapphire Ventures,S2491,Los Angeles
Insight Partners,Norwest Venture Partners,S2491,Los Angeles
Insight Partners,Redpoint eventures Brazil,S2491,Los Angeles
Insight Partners,Sapphire Ventures,S2491,Los Angeles
Norwest Venture Partners,Redpoint eventures Brazil,S2491,Los Angeles
Norwest Venture Partners,Sapphire Ventures,S2491,Los Angeles
Redpoint eventures Brazil,Sapphire Ventures,S2491,Los Angeles
645 Ventures,Amplify.LA,S2492,Los Angeles
645 Ventures,Gaingels,S2492,Los Angeles
645 Ventures,Realyze Ventures,S2492,Los Angeles
645 Ventures,TenOneTen Ventures,S2492,Los Angeles
Amplify.LA,Gaingels,S2492,Los Angeles
Amplify.LA,Realyze Ventures,S2492,Los Angeles
Amplify.LA,TenOneTen Ventures,S2492,Los Angeles
Gaingels,Realyze Ventures,S2492,Los Angeles
Gaingels,TenOneTen Ventures,S2492,Los Angeles
Realyze Ventures,TenOneTen Ventures,S2492,Los Angeles
Alibaba Group,HSG,S2642,Hangzhou
Alibaba Group,Matrix Partners China,S2642,Hangzhou
Alibaba Group,Shenzhen Capital Group,S2642,Hangzhou
Alibaba Group,Tencent,S2642,Hangzhou
HSG,Matrix Partners China,S2642,Hangzhou
HSG,Shenzhen Capital Group,S2642,Hangzhou
HSG,Tencent,S2642,Hangzhou
Matrix Partners China,Shenzhen Capital Group,S2642,Hangzhou
Matrix Partners China,Tencent,S2642,Hangzhou
Shenzhen Capital Group,Tencent,S2642,Hangzhou
Beijing Robot Industry Fund,F&G Venture,S2644,Hangzhou
Beijing Robot Industry Fund,Fortune Venture Capital,S2644,Hangzhou
Beijing Robot Industry Fund,Huaying Capital,S2644,Hangzhou
Beijing Robot Industry Fund,Peakvest,S2644,Hangzhou
F&G Venture,Fortune Venture Capital,S2644,Hangzhou
F&G Venture,Huaying Capital,S2644,Hangzhou
F&G Venture,Peakvest,S2644,Hangzhou
Fortune Venture Capital,Huaying Capital,S2644,Hangzhou
Fortune Venture Capital,Peakvest,S2644,Hangzhou
Huaying Capital,Peakvest,S2644,Hangzhou
BNP Paribas,General Atlantic,S2645,Hangzhou
BNP Paribas,Sequoia Capital,S2645,Hangzhou
BNP Paribas,Temasek Holdings,S2645,Hangzhou
BNP Paribas,Warburg Pincus,S2645,Hangzhou
General Atlantic,Sequoia Capital,S2645,Hangzhou
General Atlantic,Temasek Holdings,S2645,Hangzhou
General Atlantic,Warburg Pincus,S2645,Hangzhou
Sequoia Capital,Temasek Holdings,S2645,Hangzhou
Sequoia Capital,Warburg Pincus,S2645,Hangzhou
Temasek Holdings,Warburg Pincus,S2645,Hangzhou
Daocin Capital,Nano Labs,S2646,Hangzhou
Daocin Capital,Zhang Jingping,S2646,Hangzhou
Nano Labs,Zhang Jingping,S2646,Hangzhou
BOCOM International,CICC,S2647,Hangzhou
BOCOM International,China Capital Management,S2647,Hangzhou
BOCOM International,Hillhouse Investment,S2647,Hangzhou
BOCOM International,Walden International,S2647,Hangzhou
CICC,China Capital Management,S2647,Hangzhou
CICC,Hillhouse Investment,S2647,Hangzhou
CICC,Walden International,S2647,Hangzhou
China Capital Management,Hillhouse Investment,S2647,Hangzhou
China Capital Management,Walden International,S2647,Hangzhou
Hillhouse Investment,Walden International,S2647,Hangzhou
Bonsai Partners,Oceanpine Capital,S2648,Hangzhou
Bonsai Partners,Oriental Fortune Capital,S2648,Hangzhou
Bonsai Partners,Tuya,S2648,Hangzhou
Bonsai Partners,Zhang Jiahao,S2648,Hangzhou
Oceanpine Capital,Oriental Fortune Capital,S2648,Hangzhou
Oceanpine Capital,Tuya,S2648,Hangzhou
Oceanpine Capital,Zhang Jiahao,S2648,Hangzhou
Oriental Fortune Capital,Tuya,S2648,Hangzhou
Oriental Fortune Capital,Zhang Jiahao,S2648,Hangzhou
Tuya,Zhang Jiahao,S2648,Hangzhou
China Internet Investment Fund,Fortune Venture Capital,S2649,Hangzhou
China Internet Investment Fund,Highlight Capital,S2649,Hangzhou
China Internet Investment Fund,JD.com,S2649,Hangzhou
China Internet Investment Fund,Shunwei Capital,S2649,Hangzhou
Fortune Venture Capital,Highlight Capital,S2649,Hangzhou
Fortune Venture Capital,JD.com,S2649,Hangzhou
Fortune Venture Capital,Shunwei Capital,S2649,Hangzhou
Highlight Capital,JD.com,S2649,Hangzhou
Highlight Capital,Shunwei Capital,S2649,Hangzhou
JD.com,Shunwei Capital,S2649,Hangzhou
Activant Capital,Kunyan Capital,S2650,Hangzhou
Activant Capital,Proya,S2650,Hangzhou
Kunyan Capital,Proya,S2650,Hangzhou
Lotus Lake Ventures,ZSVC,S2651,Hangzhou
Antler,Creandum,S2744,Stockholm
Antler,Evantic Capital,S2744,Stockholm
Antler,The Twenty Minute VC,S2744,Stockholm
Antler,W1 Forward Accelerator Program - Batch 5,S2744,Stockholm
Creandum,Evantic Capital,S2744,Stockholm
Creandum,The Twenty Minute VC,S2744,Stockholm
Creandum,W1 Forward Accelerator Program - Batch 5,S2744,Stockholm
Evantic Capital,The Twenty Minute VC,S2744,Stockholm
Evantic Capital,W1 Forward Accelerator Program - Batch 5,S2744,Stockholm
The Twenty Minute VC,W1 Forward Accelerator Program - Batch 5,S2744,Stockholm
Draper B1,Inclimo Climate Tech Fund,S2745,Stockholm
Draper B1,K Fund,S2745,Stockholm
Draper B1,Menlo Ventures,S2745,Stockholm
Draper B1,Techstars,S2745,Stockholm
