founder_id,founder_name,startup_id,startup_name,city
F1323,Jamie Horowitz,S2549,Omaha Productions,Los Angeles
F1324,Tom Ryan,S2550,Pluto TV,Los Angeles
F1325,Cassandra Grey,S2552,VIOLET GREY,Los Angeles
F1326,Randall Kaplan,S2559,Jump,Los Angeles
F1327,Ken Babcock ***@tango.us,S2561,Tango,Los Angeles
F1328,Sarah Staudinger,S2567,STAUD,Los Angeles
F1329,George Augusto,S2567,STAUD,Los Angeles
F1330,Nanea Reeves,S2569,TRIPP,Los Angeles
F1331,Chris Andrew,S2570,Scrunch AI,Los Angeles
F1332,Joe Tsai,S2571,Just Women's Sports,Los Angeles
F1333,Cat Chen,S2572,Skylar,Los Angeles
F1334,Jordan Long,S2579,Nectir,Los Angeles
F1335,Logan Head,S2586,Whatnot,Los Angeles
F1336,Grant La,S2586,Whatnot,Los Angeles
F1337,Jacob Peters,S2589,Launch House,Los Angeles
F1338,Ari Meilich,S2590,Big Time Studios,Los Angeles
F1339,Paul Kessler,S2592,StartEngine,Los Angeles
F1340,Montana Reed,S2593,Mira Labs,Los Angeles
F1341,Joseph May,S2593,Mira Labs,Los Angeles
F1342,Benjamin Taft ***@miralabs.io,S2593,Mira Labs,Los Angeles
F1343,Kyle Arbaugh,S2594,Stackin,Los Angeles
F1344,Ben Jabbawy ***@privy.com,S2596,Privy,Los Angeles
F1345,Zachary Silverman,S2597,LeafLink,Los Angeles
F1346,Corey Mack,S2598,LAFORGE Optical,Los Angeles
F1347,Jeff Schenck Twitter,S2599,Chewse,Los Angeles
F1348,Tim Ellis (entrepreneur) ***@relativityspace.com,S2601,Relativity Space,Los Angeles
F1349,Ben Dusastre ***@producepay.com,S2602,ProducePay,Los Angeles
F1350,Paul Allen (entrepreneur),S2604,Ordermark,Los Angeles
F1351,Michael Jacobs (entrepreneur),S2604,Ordermark,Los Angeles
F1352,Yhonastan Fabian,S2605,Enervee,Los Angeles
F1353,Aoife Ní Fhearraigh,S2605,Enervee,Los Angeles
F1354,Bhavesh M. Mehta Twitter,S2605,Enervee,Los Angeles
F1355,Stephen Chen,S2609,Scanwell Health,Los Angeles
F1356,Dan Hanchey ***@nile.ai,S2612,Neural Analytics,Los Angeles
F1357,Leo Petrossian ***@neuralanalytics.com,S2612,Neural Analytics,Los Angeles
F1358,Jonathan Zweig,S2613,AppOnboard,Los Angeles
F1359,Tracy Di,S2614,Tradesy,Los Angeles
F1360,Robert Damoiseaux,S2615,Forcyte Biotechnologies,Los Angeles
F1361,Dino Di Carlo,S2615,Forcyte Biotechnologies,Los Angeles
F1362,Doug Imbruce,S2617,Leucadia Therapeutics,Los Angeles
F1363,Justin Kifer,S2619,Sportsy,Los Angeles
F1364,Amanda Kifer,S2619,Sportsy,Los Angeles
F1365,Stephan Dalyai,S2619,Sportsy,Los Angeles
F1366,Doug Griswold,S2620,Wright Electric,Los Angeles
F1367,Donald Griffin,S2622,Tempo Therapeutics,Los Angeles
F1368,Eric Jackson,S2623,CapLinked,Los Angeles
F1369,Phäedra Randolph,S2624,Spero Foods,Los Angeles
F1370,Boris Jarry,S2625,JetPack Aviation,Los Angeles
F1371,Ariel Jalali,S2626,Sensay,Los Angeles
F1372,Crystal Rose,S2626,Sensay,Los Angeles
F1373,Sara DeCou,S2627,Brud,Los Angeles
F1374,Amit Tishler,S2628,PopBase,Los Angeles
F1375,Richard Weeks (entrepreneur),S2628,PopBase,Los Angeles
F1376,Lisa Wong,S2628,PopBase,Los Angeles
F1377,Reichen Kuhl,S2629,LeaseLock,Los Angeles
F1378,Danielle Hinde,S2631,DoomsDayX,Los Angeles
F1379,Brian Singh,S2632,DroneAI,Los Angeles
F1380,Nitya Singh,S2632,DroneAI,Los Angeles
F1381,Krishna PhD,S2632,DroneAI,Los Angeles
F1382,Christopher Webb (entrepreneur),S2634,ChowNow,Los Angeles
F1383,Michael Pan,S2637,Nephosity,Los Angeles
F1384,Danielle Li,S2639,Popshop Live,Los Angeles
F1385,Jim Heath,S2640,Indi Molecular,Los Angeles
F1386,Lee Hood Twitter,S2640,Indi Molecular,Los Angeles
F1387,XingXing Wang,S2642,Unitree Robotics,Hangzhou
F1388,Liang Wenfeng,S2643,DeepSeek,Hangzhou
F1389,Chao Li,S2644,Deep Robotics,Hangzhou
F1390,Zhu Qiuguo,S2644,Deep Robotics,Hangzhou
F1391,Jack Ma,S2645,Ant Group,Hangzhou
F1392,Philip Rosedale,S2646,Second Life,Hangzhou
F1391,Jack Ma,S2661,Alipay,Hangzhou
F1393,Li Shufu,S2665,Geely,Hangzhou
F1394,Lei Jun,S2666,DXY,Hangzhou
F1395,Wang Wei (businessman),S2667,Dt Dream,Hangzhou
F1396,Huang Xiaohuang,S2670,Kujiale,Hangzhou
F1397,Chen Hang,S2670,Kujiale,Hangzhou
F1398,Aaron Li,S2675,Jollychic,Hangzhou
F1399,Pan Hai,S2683,Sciwind Biosciences,Hangzhou
F0163,Ben He ***@token.im,S2707,Mentioned on:,Hangzhou
F0164,Daniel Lv,S2707,Mentioned on:,Hangzhou
F1400,Tao Jiang ***@chinasonglin.cn,S2709,Tongdun Technology,Hangzhou
F1401,Jackal Ma,S2709,Tongdun Technology,Hangzhou
F1402,Wei Qi,S2711,Jimu Technology,Hangzhou
F1403,Lei Zhang,S2713,"Hangzhou Xunyi Network Technology Co., Ltd.",Hangzhou
F1404,Heng Li,S2713,"Hangzhou Xunyi Network Technology Co., Ltd.",Hangzhou
F1405,Liang Zhao,S2713,"Hangzhou Xunyi Network Technology Co., Ltd.",Hangzhou
F1406,Liang Jian,S2716,"Zhejiang InnoTek Co., Ltd.",Hangzhou
F1407,Tian Yuan,S2716,"Zhejiang InnoTek Co., Ltd.",Hangzhou
F1408,Lou Vincent,S2717,Club Factory,Hangzhou
F1409,Nianxiong Tan,S2722,"Hangzhou Vango Technologies, Inc.",Hangzhou
F1410,Lianglun Zhang,S2724,BeiBei,Hangzhou
F1411,Xie Han sword,S2725,"Cryptape Co., Ltd.",Hangzhou
F1412,Wenshou Wang,S2726,"Hangzhou Jitai Pharmaceutical Technology Co., Ltd.",Hangzhou
F1413,Caida Lai Ph.D,S2726,"Hangzhou Jitai Pharmaceutical Technology Co., Ltd.",Hangzhou
F1414,Zhongkao Jin,S2727,CGTZ,Hangzhou
F1415,Wei Xiao,S2733,McClaire,Hangzhou
F1416,Zhiqiang Pan,S2733,McClaire,Hangzhou
F1417,Anton Osika,S2744,Lovable,Stockholm
F1418,Fabian Hedin,S2744,Lovable,Stockholm
F1419,Luis Medina Rivas,S2745,Tether,Stockholm
F1420,Martim Perestrelo,S2745,Tether,Stockholm
F1421,August Erséus,S2746,Legora,Stockholm
F1422,Max Junestrand,S2746,Legora,Stockholm
F1423,Sigge Labor,S2746,Legora,Stockholm
F1424,Filip Lilja,S2747,Einride,Stockholm
F1425,Linnéa Kornehed,S2747,Einride,Stockholm
F1426,Robert Falck,S2747,Einride,Stockholm
F1427,David Stenmarck,S2748,Epidemic Sound,Stockholm
F1428,Hjalmar Winbladh,S2748,Epidemic Sound,Stockholm
F1429,Jan Zachrisson,S2748,Epidemic Sound,Stockholm
F1430,Oscar Höglund,S2748,Epidemic Sound,Stockholm
F1431,Peer Åström,S2748,Epidemic Sound,Stockholm
F1432,Sara Nozkova,S2749,Flox,Stockholm
F1433,Tomas Becklin,S2749,Flox,Stockholm
F1434,Joel Hellermark,S2750,Sana,Stockholm
F1435,Daniel Ek,S2751,Neko Health,Stockholm
F1436,Hjalmar Nilsonne,S2751,Neko Health,Stockholm
F1437,Birk Nilson,S2752,Polar,Stockholm
F1438,Fredrik Skantze,S2753,Funnel,Stockholm
F1439,Per Made,S2753,Funnel,Stockholm
F1440,Estelle Westling,S2755,VOI Technology,Stockholm
F1441,Hrishikesh Rajan,S2757,TrusTrace,Stockholm
F1442,Madhava Venkatesh,S2757,TrusTrace,Stockholm
F1443,Hedda Båverud Olsson,S2767,Lassie,Stockholm
F1444,Paolo Cerruti,S2772,Northvolt,Stockholm
F1445,Peter Carlsson,S2772,Northvolt,Stockholm
F1446,Leif Andersson,S2780,Areim,Stockholm
F1447,Paul Schempp,S2784,Aonic Group,Stockholm
F1448,Olliver Heins,S2784,Aonic Group,Stockholm
F1449,Kaveh Rostampor,S2792,Planhat,Stockholm
F1450,Niklas Skog,S2792,Planhat,Stockholm
F1451,Henrik Fräsén,S2798,Mentimeter,Stockholm
F1452,Josef Fares,S2806,Hazelight,Stockholm
F1453,Tim Bjelkstam ***@tiptapp.com,S2815,Tiptapp,Stockholm
F1454,Frank Schuil,S2821,Safello,Stockholm
F1455,Joakim Johansson,S2821,Safello,Stockholm
F1456,Niklas Adalberth,S2822,Klarna,Stockholm
F1457,Andreas Bernstrom,S2825,Sinch,Stockholm
F1458,Daniel Forsman,S2825,Sinch,Stockholm
F1459,Henrik Sandell,S2825,Sinch,Stockholm
F1460,Jesper Ejenstam,S2826,LeadCold,Stockholm
F1461,Tom Sundstrom,S2827,Bambuser,Stockholm
F1462,Pouria Ruhi,S2827,Bambuser,Stockholm
F1463,Oliver Fleetwood,S2830,Alex Therapeutics,Stockholm
F1464,Jakob Mattsson,S2832,Fishbrain,Stockholm
F1465,Ulf Ekenman,S2833,Radio Innovation,Stockholm
F1466,Magnus Hultman Twitter,S2835,Wrapp,Stockholm
F1467,Andreas Ehn Twitter,S2835,Wrapp,Stockholm
F1468,Carl Fritjofsson,S2835,Wrapp,Stockholm
F1469,Jens Nielsen,S2838,Elypta,Stockholm
F1470,Patric Stiller,S2840,BitRefill,Stockholm
F1471,Andreas Thorstensson,S2843,Goals,Stockholm
F1472,Peter Beckman,S2844,Treyd,Stockholm
F1473,Sameh El,S2844,Treyd,Stockholm
F1474,Johan A. Gustavsson,S2849,Artificial Solutions,Stockholm
F1475,Michael Soderstrom,S2849,Artificial Solutions,Stockholm
F1476,Roger Sippl,S2850,Wilson Therapeutics,Stockholm
F1477,Peder Nordstrom,S2851,BehavioSec,Stockholm
F1478,Carl Waldekranz Twitter,S2852,Tictail,Stockholm
F1479,Pontus Silfverstolpe,S2855,Barnebys,Stockholm
F1480,Gustaf Grapengiesser,S2855,Barnebys,Stockholm
F1481,Peter Simon,S2856,Kavall,Stockholm
F1482,John C.F Tengberg,S2856,Kavall,Stockholm
F1483,Robin Rendahl,S2856,Kavall,Stockholm
F1484,Anders Perméus,S2857,Agreement24,Stockholm
F1485,Johan Wiberg,S2857,Agreement24,Stockholm
F1486,Henrik Torstensson,S2858,Lifesum,Stockholm
F1487,Vikas Gupta (entrepreneur),S2861,Sverve,Stockholm
F1488,Sam Saatchi ***@norbloc.com,S2863,Norbloc,Stockholm
F1489,Rickard Br,S2866,Vässla,Stockholm
F1490,anotherblock,S2867,Zaver,Stockholm
F1491,Sebastian Ljungberg,S2867,Zaver,Stockholm
F0286,Sign up to access our full database,S2867,Zaver,Stockholm
F1492,Karl Andersson,S2874,Matsmart,Stockholm
F1417,Anton Osika,S2879,Brickanta,Stockholm
F1493,Tandem Health,S2879,Brickanta,Stockholm
F1494,Siavash Ghorbani,S2893,Stilla,Stockholm
F1495,Kaj Drobin,S2893,Stilla,Stockholm
F1496,Tor Espen Steinvik,S2897,Skye Energy,Stockholm
F1497,Henrik Hansson,S2908,Vesence,Stockholm
F1498,Ludvig Swanstr,S2908,Vesence,Stockholm
F1499,Martin Blomberg,S2909,Agteria Biotech,Stockholm
F1500,Tommi Remonen,S2909,Agteria Biotech,Stockholm
F1501,Noel Abdayem,S2915,DENTME,Stockholm
F1502,Daniel Mauno Pettersson,S2920,QA.tech,Stockholm
F1503,Patrick Lef,S2920,QA.tech,Stockholm
F1504,Erik Fjellborg,S2937,Quinyx,Stockholm
F1505,Alan Mamedi,S2941,Truecaller for Developers,Stockholm
F1506,Nami Zarringhalam,S2941,Truecaller for Developers,Stockholm
F1507,Johan Outinen,S2944,Elvy,Stockholm
F1508,Dylan D. Jeng,S2948,XAG,Guangzhou
F1509,Justin Gong,S2948,XAG,Guangzhou
F1510,Fangmin Xie,S2952,Jianke,Guangzhou
F1511,Mingguang Li,S2954,Urban Revivo,Guangzhou
F1512,Li Zhan,S2955,TUNGEE,Guangzhou
F1513,Wang Luquan,S2956,Vibrant,Guangzhou
F1514,Qing Lu ***@weride.ai,S2998,WeRide,Guangzhou
F1515,Yan Li ***.**@weride.ai,S2998,WeRide,Guangzhou
F1516,He Xiaopeng,S3000,Xiaopeng Motors,Guangzhou
F1517,Xia Heng,S3000,Xiaopeng Motors,Guangzhou
F1518,Heyuan Huang,S3002,"Guangzhou HeyGears Technology Co., Ltd.",Guangzhou
F1519,Fan Jianbing,S3003,AnchorDx,Guangzhou
F1520,Rong Pan,S3005,"Guangzhou AIXIN Technology Co., Ltd",Guangzhou
F1521,Yang Yang,S3005,"Guangzhou AIXIN Technology Co., Ltd",Guangzhou
F1522,Zwsoft Echo,S3007,ZWSOFT,Guangzhou
F1523,Kai Su,S3008,Yunnex,Guangzhou
F1524,Xiangdong Zhang,S3009,Sungy Mobile,Guangzhou
F1525,Yuqiang Deng,S3009,Sungy Mobile,Guangzhou
